ID,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
Seq_1742,0,0,0,0,0,0,0,0,0,1.43,0,1.43,0,1.43,0,2.86,0,2.86,1.43,0,0,0,0,1.43,0,0,0,0,0,0,0,0,1.43,0,2.86,1.43,0,0,2.86,0,0,1.43,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,1.43,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,1.43,0,0,1.43,0,0,1.43,0,0,1.43,0,2.86,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,1.43,0,0,0,1.43,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,1.43,0,0,1.43,0,0,0,1.43,1.43,1.43,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,2.86,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,1.43,0,0,0,0,1.43,0,0,0,0,1.43,0,0,1.43,0,0,4.29,0,0,0,0,4.29,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,1.43,0,0,0,0,0,0,1.43,0,0,0,0,0,1.43,1.43,1.43,0,0,1.43,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seq_1743,0,0,1.49,0,0,1.49,0,0,0,0,0,0,1.49,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,1.49,0,1.49,1.49,1.49,0,0,0,0,0,0,0,0,1.49,0,0,1.49,0,1.49,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,1.49,1.49,0,0,0,0,0,1.49,0,1.49,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,1.49,1.49,0,0,0,1.49,1.49,0,2.99,0,0,0,0,1.49,0,0,0,1.49,0,0,0,0,1.49,0,0,1.49,0,2.99,2.99,1.49,0,1.49,0,0,0,0,1.49,0,0,0,1.49,0,1.49,1.49,0,0,0,0,1.49,0,0,0,0,0,1.49,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,1.49,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,1.49,0,1.49,0,0,0,1.49,0,0,0,0,0,1.49,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,1.49,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,1.49,0,0,0,0,0,1.49,1.49,0,0,0,0,0,0,1.49,0,0,0,2.99,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seq_1744,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,1.47,0,0,1.47,0,0,0,2.94,0,0,0,1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,2.94,0,0,0,0,0,0,0,0,0,0,0,1.47,0,4.41,0,1.47,0,0,1.47,1.47,1.47,0,1.47,0,2.94,0,0,0,1.47,0,1.47,0,1.47,0,0,0,0,0,0,1.47,1.47,0,0,1.47,0,0,1.47,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,1.47,0,0,0,1.47,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0,1.47,0,0,0,0,0,0,1.47,0,0,0,0,0,1.47,0,1.47,0,0,0,0,0,1.47,0,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0,1.47,0,0,1.47,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,1.47,0,0,0
Seq_1745,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seq_1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,1.69,1.69,0,0,0,0,0,1.69,0,0,0,0,0,0,1.69,0,1.69,0,0,0,0,1.69,0,0,0,0,0,0,1.69,1.69,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,1.69,0,0,0,0,0,0,1.69,1.69,1.69,0,0,0,0,1.69,3.39,0,0,0,5.08,1.69,1.69,0,0,0,0,0,0,0,0,0,1.69,0,0,0,1.69,0,0,0,0,0,0,0,0,1.69,0,0,1.69,3.39,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,1.69,1.69,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.69,0,0,1.69,0,0,0,1.69,0,1.69,0,0,0,0,0,0,0,0,0,0,0,1.69,1.69,0,0,1.69,0,0,0,1.69,0,0,0,1.69,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0
Seq_1747,2.22,0,0,0,0,0,0,0,0,0,1.11,0,1.11,0,2.22,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,1.11,0,1.11,0,1.11,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,0,1.11,0,0,0,0,0,1.11,0,0,1.11,0,1.11,1.11,0,0,1.11,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,1.11,0,0,1.11,0,0,0,0,2.22,1.11,0,1.11,0,0,0,0,0,1.11,1.11,2.22,0,0,0,1.11,0,1.11,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.11,0,0,1.11,1.11,0,0,2.22,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,1.11,1.11,0,0,1.11,0,0,0,0,1.11,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,3.33,0,1.11,0,1.11,0,1.11,0,0,1.11,0,0,0,0,0,0,0,1.11,0,0,1.11,0,0,0,0,1.11,0,0,0,1.11,0,0,0,1.11,0,0,1.11,1.11,0,0,0,1.11,1.11,0,0,0,0,0,1.11,1.11,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.11,0,0,1.11,0,1.11,0,0,0,0,0,0,0,1.11,2.22,0,0,1.11,1.11,1.11,1.11,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,2.22,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0
Seq_1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seq_1749,0,0,0,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,0,0,0,3.75,2.5,0,0,0,0,0,0,0,0,1.25,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,1.25,0,1.25,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,1.25,0,0,1.25,0,0,0,3.75,0,0,0,3.75,1.25,1.25,1.25,0,1.25,0,0,0,0,0,1.25,0,0,0,1.25,0,0,0,0,0,0,1.25,0,1.25,1.25,0,0,0,1.25,0,1.25,2.5,0,0,0,1.25,0,0,1.25,1.25,0,0,2.5,2.5,0,1.25,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1.25,0,0,1.25,0,3.75,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,2.5,0,0,0,0,0,0,0,1.25,0,0,1.25,0,0,0,0,0,0,1.25,3.75,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.25,0,1.25,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,1.25,1.25,0,0,0,0,1.25,0,0,0,0,0
Seq_1750,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seq_1751,0,0,0,1.56,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.56,1.56,0,1.56,0,0,0,0,0,0,0,0,0,1.56,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,1.56,0,0,3.12,0,0,0,0,0,0,0,1.56,0,0,0,0,0,1.56,0,0,0,3.12,0,1.56,0,0,0,0,0,1.56,0,0,0,0,1.56,0,0,0,1.56,0,0,0,1.56,0,1.56,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,3.12,1.56,1.56,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,1.56,0,0,0,0,1.56,0,0,0,0,0,0,1.56,0,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,1.56,1.56,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,3.12,1.56,0,0,0,0,0,0,1.56,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,1.56,0,0,0,0,0,0,0,0,0,1.56,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0
Seq_1752,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,1.67,0,0,1.67,1.67,0,0,0,0,0,3.33,0,1.67,0,1.67,1.67,1.67,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,1.67,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,3.33,0,0,0,1.67,1.67,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,1.67,0,0,0,0,0,1.67,0,0,0,1.67,1.67,1.67,0,0,1.67,1.67,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,1.67,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,3.33,0,0,0,1.67,0,0,0,0,0,0,0,0,1.67,0,0,1.67,0,0,0,0,0,1.67,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,1.67,1.67,0,0,1.67,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,0,0,1.67,0,0,0,1.67,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0
Seq_1753,3.23,0,1.08,0,0,0,0,1.08,1.08,1.08,0,0,1.08,1.08,1.08,1.08,1.08,1.08,0,0,0,1.08,0,0,0,0,1.08,1.08,0,0,0,0,0,0,3.23,0,0,0,0,0,1.08,0,2.15,0,0,0,0,0,0,1.08,0,0,0,1.08,0,0,0,0,0,0,0,0,1.08,1.08,0,0,0,0,0,0,0,1.08,0,1.08,0,0,1.08,0,0,0,1.08,0,0,1.08,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,1.08,0,1.08,1.08,0,0,0,1.08,0,1.08,0,1.08,0,0,0,2.15,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1.08,1.08,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,1.08,0,0,0,0,3.23,1.08,0,0,1.08,0,0,0,0,2.15,0,0,0,1.08,1.08,1.08,1.08,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,1.08,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,1.08,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,2.15,0,1.08,2.15,1.08,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,1.08,0,0,0,1.08,1.08,0,2.15,0,1.08,0,0,0,0,0,0,0,1.08,1.08,0,0,0,1.08,0,0,0,1.08,0,0,1.08,0,0,0,1.08,0,0,0,0,0,0,1.08,0,2.15,0,0,0,1.08,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seq_1754,0,0,2.13,0,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,2.13,0,2.13,0,0,0,2.13,0,0,0,0,0,0,0,0,2.13,0,0,2.13,2.13,0,0,0,2.13,0,0,0,0,2.13,0,2.13,0,2.13,0,0,0,0,2.13,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,0,0,2.13,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,2.13,2.13,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,2.13,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,2.13,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,2.13,0,0,0,0,0,0,0,0,0,2.13,2.13,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,2.13,0,0,0,0,0,2.13,0,2.13,2.13,0,0,0,0
Seq_1755,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,2.44,0,0,0,2.44,0,0,0,0,0,2.44,0,4.88,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,2.44,0,0,7.32,4.88,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,4.88,0,0,2.44,0,0,2.44,2.44,0,0,0,0,0,0,0,0,0,0,0,0,4.88,2.44,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,4.88,2.44,0,2.44,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
